id,name,active,score,created_at,category,note
1,,false,0,1735689600000,alpha,"quoted value, row 1
with a second line and ""double quotes"""
2,record-0002,true,19.37,1738458060000,beta,Deterministic analytical fixture row 2: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
3,record-0003,true,38.74,1740967320000,gamma,Deterministic analytical fixture row 3: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
4,record-0004,false,58.11,1743735780000,delta,Deterministic analytical fixture row 4: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
5,record-0005,true,77.48,1746417840000,alpha,Deterministic analytical fixture row 5: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
6,record-0006,true,96.85,1749186300000,beta,Deterministic analytical fixture row 6: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
7,record-0007,false,116.22,1751868360000,gamma,Deterministic analytical fixture row 7: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
8,record-0008,true,135.59,1754636820000,delta,Deterministic analytical fixture row 8: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
9,record-0009,true,154.96,1757405280000,alpha,Deterministic analytical fixture row 9: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
10,record-0010,false,174.33,1760087340000,beta,Deterministic analytical fixture row 10: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
11,record-0011,true,193.7,1762855800000,gamma,Deterministic analytical fixture row 11: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
12,record-0012,true,213.07,1765537860000,delta,Deterministic analytical fixture row 12: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
13,record-0013,false,232.44,1736770320000,alpha,Deterministic analytical fixture row 13: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
14,record-0014,true,251.81,1739538780000,beta,Deterministic analytical fixture row 14: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
15,record-0015,true,271.18,1742048040000,gamma,Deterministic analytical fixture row 15: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
16,record-0016,false,290.55,1744816500000,delta,Deterministic analytical fixture row 16: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
17,record-0017,true,309.92,1747498560000,alpha,Deterministic analytical fixture row 17: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
18,,true,329.29,1750267020000,beta,Deterministic analytical fixture row 18: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
19,record-0019,false,348.66,1752949080000,gamma,Deterministic analytical fixture row 19: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
20,record-0020,true,368.03,1755717540000,delta,Deterministic analytical fixture row 20: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
21,record-0021,true,387.4,1758486000000,alpha,Deterministic analytical fixture row 21: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
22,record-0022,false,406.77,1761168060000,beta,Deterministic analytical fixture row 22: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
23,record-0023,true,426.14,1763936520000,gamma,Deterministic analytical fixture row 23: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
24,record-0024,true,445.51,1766618580000,delta,Deterministic analytical fixture row 24: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
25,record-0025,false,464.88,1737764640000,alpha,Deterministic analytical fixture row 25: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
26,record-0026,true,484.25,1740533100000,beta,Deterministic analytical fixture row 26: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
27,record-0027,true,503.62,1743042360000,gamma,Deterministic analytical fixture row 27: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
28,record-0028,false,522.99,1743478020000,delta,Deterministic analytical fixture row 28: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
29,record-0029,true,542.36,1746160080000,alpha,Deterministic analytical fixture row 29: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
30,record-0030,true,561.73,1748928540000,beta,"quoted value, row 30
with a second line and ""double quotes"""
31,record-0031,false,581.1,1751610600000,gamma,Deterministic analytical fixture row 31: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
32,record-0032,true,600.47,1754379060000,delta,Deterministic analytical fixture row 32: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
33,record-0033,true,619.84,1757147520000,alpha,Deterministic analytical fixture row 33: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
34,record-0034,false,639.21,1759829580000,beta,Deterministic analytical fixture row 34: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
35,,true,658.58,1762598040000,gamma,Deterministic analytical fixture row 35: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
36,record-0036,true,677.95,1765280100000,delta,Deterministic analytical fixture row 36: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
37,record-0037,false,697.32,1736512560000,alpha,Deterministic analytical fixture row 37: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
38,record-0038,true,716.69,1739281020000,beta,Deterministic analytical fixture row 38: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
39,record-0039,true,736.06,1741790280000,gamma,Deterministic analytical fixture row 39: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
40,record-0040,false,755.43,1744558740000,delta,Deterministic analytical fixture row 40: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
41,record-0041,true,774.8,1747240800000,alpha,Deterministic analytical fixture row 41: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
42,record-0042,true,794.17,1750009260000,beta,Deterministic analytical fixture row 42: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
43,record-0043,false,813.54,1752691320000,gamma,Deterministic analytical fixture row 43: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
44,record-0044,true,832.91,1755459780000,delta,Deterministic analytical fixture row 44: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
45,record-0045,true,852.28,1758228240000,alpha,Deterministic analytical fixture row 45: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
46,record-0046,false,871.65,1760910300000,beta,Deterministic analytical fixture row 46: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
47,record-0047,true,891.02,1763678760000,gamma,Deterministic analytical fixture row 47: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
48,record-0048,true,910.39,1766360820000,delta,Deterministic analytical fixture row 48: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
49,record-0049,false,929.76,1737506880000,alpha,Deterministic analytical fixture row 49: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
50,record-0050,true,949.13,1740275340000,beta,Deterministic analytical fixture row 50: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
51,record-0051,true,968.5,1742784600000,gamma,Deterministic analytical fixture row 51: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
52,,false,987.87,1745553060000,delta,Deterministic analytical fixture row 52: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
53,record-0053,true,7.24,1748235120000,alpha,Deterministic analytical fixture row 53: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
54,record-0054,true,26.61,1751003580000,beta,Deterministic analytical fixture row 54: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
55,record-0055,false,45.98,1751352840000,gamma,Deterministic analytical fixture row 55: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
56,record-0056,true,65.35,1754121300000,delta,Deterministic analytical fixture row 56: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
57,record-0057,true,84.72,1756889760000,alpha,Deterministic analytical fixture row 57: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
58,record-0058,false,104.09,1759571820000,beta,Deterministic analytical fixture row 58: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
59,record-0059,true,123.46,1762340280000,gamma,"quoted value, row 59
with a second line and ""double quotes"""
60,record-0060,true,142.83,1765022340000,delta,Deterministic analytical fixture row 60: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
61,record-0061,false,162.2,1736251200000,alpha,Deterministic analytical fixture row 61: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
62,record-0062,true,181.57,1739019660000,beta,Deterministic analytical fixture row 62: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
63,record-0063,true,200.94,1741528920000,gamma,Deterministic analytical fixture row 63: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
64,record-0064,false,220.31,1744297380000,delta,Deterministic analytical fixture row 64: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
65,record-0065,true,239.68,1746979440000,alpha,Deterministic analytical fixture row 65: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
66,record-0066,true,259.05,1749747900000,beta,Deterministic analytical fixture row 66: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
67,record-0067,false,278.42,1752429960000,gamma,Deterministic analytical fixture row 67: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
68,record-0068,true,297.79,1755198420000,delta,Deterministic analytical fixture row 68: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
69,,true,317.16,1757966880000,alpha,Deterministic analytical fixture row 69: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
70,record-0070,false,336.53,1760648940000,beta,Deterministic analytical fixture row 70: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
71,record-0071,true,355.9,1763417400000,gamma,Deterministic analytical fixture row 71: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
72,record-0072,true,375.27,1766099460000,delta,Deterministic analytical fixture row 72: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
73,record-0073,false,394.64,1737245520000,alpha,Deterministic analytical fixture row 73: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
74,record-0074,true,414.01,1740013980000,beta,Deterministic analytical fixture row 74: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
75,record-0075,true,433.38,1742523240000,gamma,Deterministic analytical fixture row 75: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
76,record-0076,false,452.75,1745291700000,delta,Deterministic analytical fixture row 76: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
77,record-0077,true,472.12,1747973760000,alpha,Deterministic analytical fixture row 77: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
78,record-0078,true,491.49,1750742220000,beta,Deterministic analytical fixture row 78: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
79,record-0079,false,510.86,1753424280000,gamma,Deterministic analytical fixture row 79: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
80,record-0080,true,530.23,1756192740000,delta,Deterministic analytical fixture row 80: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
81,record-0081,true,549.6,1758961200000,alpha,Deterministic analytical fixture row 81: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
82,record-0082,false,568.97,1759310460000,beta,Deterministic analytical fixture row 82: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
83,record-0083,true,588.34,1762078920000,gamma,Deterministic analytical fixture row 83: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
84,record-0084,true,607.71,1764760980000,delta,Deterministic analytical fixture row 84: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
85,record-0085,false,627.08,1735993440000,alpha,Deterministic analytical fixture row 85: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
86,,true,646.45,1738761900000,beta,Deterministic analytical fixture row 86: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
87,record-0087,true,665.82,1741271160000,gamma,Deterministic analytical fixture row 87: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
88,record-0088,false,685.19,1744039620000,delta,"quoted value, row 88
with a second line and ""double quotes"""
89,record-0089,true,704.56,1746721680000,alpha,Deterministic analytical fixture row 89: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
90,record-0090,true,723.93,1749490140000,beta,Deterministic analytical fixture row 90: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
91,record-0091,false,743.3,1752172200000,gamma,Deterministic analytical fixture row 91: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
92,record-0092,true,762.67,1754940660000,delta,Deterministic analytical fixture row 92: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
93,record-0093,true,782.04,1757709120000,alpha,Deterministic analytical fixture row 93: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
94,record-0094,false,801.41,1760391180000,beta,Deterministic analytical fixture row 94: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
95,record-0095,true,820.78,1763159640000,gamma,Deterministic analytical fixture row 95: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
96,record-0096,true,840.15,1765841700000,delta,Deterministic analytical fixture row 96: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
97,record-0097,false,859.52,1736987760000,alpha,Deterministic analytical fixture row 97: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
98,record-0098,true,878.89,1739756220000,beta,Deterministic analytical fixture row 98: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
99,record-0099,true,898.26,1742265480000,gamma,Deterministic analytical fixture row 99: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
100,record-0100,false,917.63,1745033940000,delta,Deterministic analytical fixture row 100: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
101,record-0101,true,937,1747716000000,alpha,Deterministic analytical fixture row 101: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
102,record-0102,true,956.37,1750484460000,beta,Deterministic analytical fixture row 102: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
103,,false,975.74,1753166520000,gamma,Deterministic analytical fixture row 103: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
104,record-0104,true,995.11,1755934980000,delta,Deterministic analytical fixture row 104: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
105,record-0105,true,14.48,1758703440000,alpha,Deterministic analytical fixture row 105: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
106,record-0106,false,33.85,1761385500000,beta,Deterministic analytical fixture row 106: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
107,record-0107,true,53.22,1764153960000,gamma,Deterministic analytical fixture row 107: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
108,record-0108,true,72.59,1766836020000,delta,Deterministic analytical fixture row 108: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
109,record-0109,false,91.96,1735735680000,alpha,Deterministic analytical fixture row 109: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
110,record-0110,true,111.33,1738504140000,beta,Deterministic analytical fixture row 110: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
111,record-0111,true,130.7,1741013400000,gamma,Deterministic analytical fixture row 111: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
112,record-0112,false,150.07,1743781860000,delta,Deterministic analytical fixture row 112: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
113,record-0113,true,169.44,1746463920000,alpha,Deterministic analytical fixture row 113: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
114,record-0114,true,188.81,1749232380000,beta,Deterministic analytical fixture row 114: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
115,record-0115,false,208.18,1751914440000,gamma,Deterministic analytical fixture row 115: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
116,record-0116,true,227.55,1754682900000,delta,Deterministic analytical fixture row 116: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
117,record-0117,true,246.92,1757451360000,alpha,"quoted value, row 117
with a second line and ""double quotes"""
118,record-0118,false,266.29,1760133420000,beta,Deterministic analytical fixture row 118: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
119,record-0119,true,285.66,1762901880000,gamma,Deterministic analytical fixture row 119: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
120,,true,305.03,1765583940000,delta,Deterministic analytical fixture row 120: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
121,record-0121,false,324.4,1736726400000,alpha,Deterministic analytical fixture row 121: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
122,record-0122,true,343.77,1739494860000,beta,Deterministic analytical fixture row 122: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
123,record-0123,true,363.14,1742004120000,gamma,Deterministic analytical fixture row 123: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
124,record-0124,false,382.51,1744772580000,delta,Deterministic analytical fixture row 124: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
125,record-0125,true,401.88,1747454640000,alpha,Deterministic analytical fixture row 125: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
126,record-0126,true,421.25,1750223100000,beta,Deterministic analytical fixture row 126: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
127,record-0127,false,440.62,1752905160000,gamma,Deterministic analytical fixture row 127: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
128,record-0128,true,459.99,1755673620000,delta,Deterministic analytical fixture row 128: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
129,record-0129,true,479.36,1758442080000,alpha,Deterministic analytical fixture row 129: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
130,record-0130,false,498.73,1761124140000,beta,Deterministic analytical fixture row 130: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
131,record-0131,true,518.1,1763892600000,gamma,Deterministic analytical fixture row 131: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
132,record-0132,true,537.47,1766574660000,delta,Deterministic analytical fixture row 132: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
133,record-0133,false,556.84,1737807120000,alpha,Deterministic analytical fixture row 133: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
134,record-0134,true,576.21,1740575580000,beta,Deterministic analytical fixture row 134: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
135,record-0135,true,595.58,1743084840000,gamma,Deterministic analytical fixture row 135: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
136,record-0136,false,614.95,1743520500000,delta,Deterministic analytical fixture row 136: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
137,,true,634.32,1746202560000,alpha,Deterministic analytical fixture row 137: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
138,record-0138,true,653.69,1748971020000,beta,Deterministic analytical fixture row 138: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
139,record-0139,false,673.06,1751653080000,gamma,Deterministic analytical fixture row 139: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
140,record-0140,true,692.43,1754421540000,delta,Deterministic analytical fixture row 140: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
141,record-0141,true,711.8,1757190000000,alpha,Deterministic analytical fixture row 141: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
142,record-0142,false,731.17,1759872060000,beta,Deterministic analytical fixture row 142: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
143,record-0143,true,750.54,1762640520000,gamma,Deterministic analytical fixture row 143: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
144,record-0144,true,769.91,1765322580000,delta,Deterministic analytical fixture row 144: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
145,record-0145,false,789.28,1736468640000,alpha,Deterministic analytical fixture row 145: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
146,record-0146,true,808.65,1739237100000,beta,"quoted value, row 146
with a second line and ""double quotes"""
147,record-0147,true,828.02,1741746360000,gamma,Deterministic analytical fixture row 147: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
148,record-0148,false,847.39,1744514820000,delta,Deterministic analytical fixture row 148: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
149,record-0149,true,866.76,1747196880000,alpha,Deterministic analytical fixture row 149: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
150,record-0150,true,886.13,1749965340000,beta,Deterministic analytical fixture row 150: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
151,record-0151,false,905.5,1752647400000,gamma,Deterministic analytical fixture row 151: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
152,record-0152,true,924.87,1755415860000,delta,Deterministic analytical fixture row 152: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
153,record-0153,true,944.24,1758184320000,alpha,Deterministic analytical fixture row 153: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
154,,false,963.61,1760866380000,beta,Deterministic analytical fixture row 154: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
155,record-0155,true,982.98,1763634840000,gamma,Deterministic analytical fixture row 155: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
156,record-0156,true,2.35,1766316900000,delta,Deterministic analytical fixture row 156: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
157,record-0157,false,21.72,1737549360000,alpha,Deterministic analytical fixture row 157: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
158,record-0158,true,41.09,1740317820000,beta,Deterministic analytical fixture row 158: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
159,record-0159,true,60.46,1742827080000,gamma,Deterministic analytical fixture row 159: sample-data-sample-data-sample-data-sample-data-sample-data-sample-data-
